序號,工程名稱,主辦單位,契約金額-千元,設計單位,監造單位,承造廠商,專案管理,查核日期,通知方式,評分,廠商扣點數,監造扣點數,PCM扣點數,備註
24,112年度道路預約式契約維護修繕工程第4標,臺北市政府工務局新建工程處,66000,臺北市政府工務局新建工程處,群亞工程顧問有限公司,聖東營造股份有限公司,無,1140513,不預先通知,85,0,0,0,查核
25,新公館淨水場加壓站外管線工程,臺北自來水事業處,164570,九典聯合建築師事務所,九典聯合建築師事務所,"桓展企業有限公司
淞源營造有限公司",無,1140514,不預先通知,82,0,0,0,查核
26,臺北市南港區南港機廠基地公共住宅統包工程,臺北市政府都市發展局,7300000,"薛昭信建築師事務所
闕河彬建築師事務所","台北國際聯合建築師事務所
中興工程顧問股份有限公司
華興聯合建築事務所","大陸工程股份有限公司
達欣工程股份有限公司",中興工程顧問股份有限公司,1140514,不預先通知,87,0,0,0,查核
27,臺北市信義區松信社會住宅新建工程,臺北市政府都市發展局,815655,張昌明建築師事務所,張昌明建築師事務所,優寶營造有限公司,無,1140516,不預先通知,84,0,0,0,查核
28,113年度山區道路AC路面銑鋪及改善維護暨代履行拆除預約式工程(114年續約),臺北市政府工務局大地工程處,40000,亞柏技術顧問股份有限公司,亞柏技術顧問股份有限公司,德炘營造有限公司,無,1140519,不預先通知,82,0,0,0,查核
29,內湖污水處理廠附設休閒運動公園整體環境改造統包工程,臺北市政府工務局衛生下水道工程處,87895,開巨技術顧問有限公司,惇陽工程顧問有限公司,協翔營造工程股份有限公司,惇陽工程顧問有限公司,1140520,不預先通知,85,0,0,0,查核
30,濱江及大直抽水站機組更新暨陽光等抽水站周邊設備更新工程,臺北市政府工務局水利工程處,471600,台灣世曦工程顧問股份有限公司,安笙工程顧問有限公司,九品股份有限公司,無,1140520,不預先通知,85,0,0,0,查核
31,大安區民族實中周邊排水及校園環境營造工程,臺北市政府工務局水利工程處,109370,經典工程顧問有限公司,開巨技術顧問有限公司,安宏營造有限公司,無,1140521,不預先通知,85,0,0,0,查核
32,萬大中和樹林線(第1期)機電系統自動收費系統及軌道工程採購案,臺北市政府捷運工程局機電系統工程處,14378888,"巴西商艾斯通運輸股份有限公司
中鼎工程股份有限公司
法商阿爾斯通運輸股份有限公司","臺北市政府捷運工程局第二區工程處軌道工務所
臺北市政府捷運工程局機電系統工程處系統第二工務所
臺北市政府捷運工程局機電系統工程處自動收費工務所","巴西商艾斯通運輸股份有限公司
中鼎工程股份有限公司
法商阿爾斯通運輸股份有限公司",無,1140521,不預先通知,83,0,0,0,查核
33,114陽明A管線配合工程,臺北自來水事業處陽明營業分處,31000,臺北自來水事業處,臺北自來水事業處陽明營業分處,宇力工程有限公司,無,1140522,不預先通知,81,0,0,0,查核
34,辛亥高架橋耐震補強改善工程,臺北市政府工務局新建工程處,26294,台灣整合防災工程技術顧問有限公司,盛禹工程顧問有限公司,文銓營造有限公司,無,1140523,不預先通知,82,0,0,0,查核
35,萬大－中和－樹林線(第一期工程)LG06車站土建工程,臺北市政府捷運工程局第一區工程處,1416800,台灣世曦工程顧問股份有限公司,臺北市政府捷運工程局第一區工程處土木第九工務所,新亞建設開發股份有限公司,無,1140523,不預先通知,84,0,0,0,查核
36,113年度園藝管理所所轄公園整建工程-士林區土木設施維護預約工程（114年續約),臺北市政府工務局公園路燈工程管理處園藝管理所,10623,和建工程顧問股份有限公司,和建工程顧問股份有限公司,冠品營造工程有限公司,無,1140526,不預先通知,80,0,0,0,查核
37,113年度西區行道樹修剪預約工程（114年續約）,臺北市政府工務局公園路燈工程管理處,53000,臺北市政府工務局公園路燈工程管理處,晨星工程技術顧問有限公司,澍園工程有限公司,無,1140526,不預先通知,83,0,0,0,查核
38,米粉坑溪周邊排水改善工程(大湖山莊街調洪沉砂池B池),臺北市政府工務局水利工程處,31761,黎明工程顧問股份有限公司,威旭工程顧問有限公司,淞源營造有限公司,無,1140526,不預先通知,83,0,0,0,查核
39,113年臺北市民生社區中心中央空調主幹管汰換工程採購案,臺北市政府民政局,17772,銳思科技工程顧問股份有限公司,銳思科技工程顧問股份有限公司,夏立工程有限公司,無,1140528,不預先通知,82,0,0,0,查核
40,113-114年人孔框蓋更新預約式工程,臺北市政府工務局衛生下水道工程處,39000,臺北市政府工務局衛生下水道工程處,鎧德工程顧問股份有限公司,神緯營造有限公司,無,1140528,不預先通知,84,0,0,0,查核
41,臺北市職能發展學院原機工大樓及學員宿舍用地改建工程,臺北市政府工務局新建工程處,2924009,高世銘建築師事務所,高世銘建築師事務所,"三星營造股份有限公司
永龍企業股份有限公司
金鴻空調機電工程有限公司",郭恆成建築師事務所,1140529,不預先通知,83,0,0,0,查核
42,113年度臺北市山坡地溪溝更新預約式工程(南區)(114年續約),臺北市政府工務局大地工程處,22081,亞柏技術顧問股份有限公司,亞柏技術顧問股份有限公司,協翔營造工程股份有限公司,無,1140529,不預先通知,83,0,0,0,查核
43,臺北市立圖書館康寧分館合署大樓新建工程,臺北市政府捷運工程局第一區工程處,495840,黃長美建築師事務所,黃長美建築師事務所,菁木營造有限公司,無,1140604,不預先通知,83,0,0,0,查核
44,市定古蹟撫臺街洋樓修復及再利用工程,臺北市政府文化局,16380,詹益忠建築師事務所,詹益忠建築師事務所,忠煌營造有限公司,無,1140611,不預先通知,81,0,0,0,查核
45,臺北市萬華區福民一期社會住宅新建工程,臺北市政府都市發展局,1015000,徐維志建築師事務所,徐維志建築師事務所,統營營造股份有限公司,無,1140616,不預先通知,84,0,0,0,查核
46,國際會議廳、演講廳及簡報室精裝修工程,臺北自來水事業處,90500,九典聯合建築師事務所,九典聯合建築師事務所,"福清營造股份有限公司
承龍水電工程有限公司",無,1140618,不預先通知,83,0,0,0,查核
47,士林官邸北側滯洪池新建工程,臺北市政府工務局水利工程處,313210,中興工程顧問社,安笙工程顧問有限公司,稻田營造有限公司,無,1140620,不預先通知,81,0,0,0,查核
48,臺北市士林區百齡水岸社會住宅新建工程,臺北市政府都市發展局,1182090,楊瑞禎聯合建築師事務所,楊瑞禎聯合建築師事務所,登山營造股份有限公司,無,1140623,不預先通知,83,0,0,0,查核
49,抽揚水站暨截流站第2期設備更新工程,臺北市政府工務局衛生下水道工程處,114280,宇堂工程顧問有限公司,宇堂工程顧問有限公司,明泰國際科技股份有限公司,無,1140623,不預先通知,82,0,0,0,查核
50,113年度臺北市內湖區白石湖吊橋整體構件更新工程,臺北市政府工務局大地工程處坡地整治科,34317,智全工程技術顧問有限公司,智全工程技術顧問有限公司,台正營造有限公司,無,1140623,不預先通知,85,0,0,0,查核
51,臺北市政府消防局興隆分隊新建工程,臺北市政府工務局新建工程處,347000,陳文彥建築師事務所,陳文彥建築師事務所,"文昌營造工程有限公司
萬信工程有限公司
鉅鎮企業有限公司",無,1140625,不預先通知,82,0,0,0,查核
52,114年度大同區公所所轄鄰里公園綠化維護預約工程,臺北市大同區公所,5500,鴻宥工程技術顧問有限公司,鴻宥工程技術顧問有限公司,附中園藝有限公司,無,1140625,不預先通知,79,0,0,0,查核
53,113年度臺北市人行道改善工程開口契約(第七標),臺北市政府工務局新建工程處,75000,"亞柏技術顧問股份有限公司
恆康工程顧問股份有限公司",安笙工程顧問有限公司,金煌營造有限公司,無,1140626,不預先通知,83,0,0,0,查核
54,114北區A管網改善工程,臺北自來水事業處,48000,臺北自來水事業處北區營業分處,臺北自來水事業處北區營業分處,華盛工程有限公司,無,1140627,不預先通知,81,0,0,0,查核
55,捷運文湖線南港軟體園區至南港展覽館站間隔音牆改善工程,臺北大眾捷運股份有限公司,65587,臺北大眾捷運股份有限公司工務處,臺北大眾捷運股份有限公司工務處,亨奎有限公司,無,1140627,不預先通知,82,0,0,0,查核
