序號,工程名稱,主辦單位,契約金額-千元,設計單位,監造單位,承造廠商,專案管理,查核日期,通知方式,評分,廠商扣點數,監造扣點數,PCM扣點數,備註
11,3.3kV沉水式抽水機、開關盤及控制閥等更新整合工程,臺北自來水事業處供水科,176180,臺北自來水事業處供水科,臺北自來水事業處供水科,臺灣增澤工程股份有限公司,無,1141029,不預先通知,80,0,0,0,查核
12,114西區B管網改善工程,臺北自來水事業處,43900,臺北自來水事業處,臺北自來水事業處,嘉昇昌實業有限公司,無,1141031,不預先通知,82,0,0,0,查核
13,114年度大安森林公園6號公廁新建工程,臺北市政府工務局公園路燈工程管理處,23728,吳坤霖建築師事務所,吳坤霖建築師事務所,聚人營造股份有限公司,無,1141106,不預先通知,83,0,0,0,查核
14,臺北都會區大眾捷運系統萬大─中和─樹林線（第一期工程）CQ850區段標工程,臺北市政府捷運工程局第二區工程處,4514000,中興工程顧問股份有限公司,"臺北市政府捷運工程局第二區工程處土木第五工務所
臺北市政府捷運工程局第二區工程處水電環控第一工務所",榮工工程股份有限公司,無,1141111,不預先通知,85,0,0,0,複查
15,114東區A管網改善工程,臺北自來水事業處東區營業分處,43900,臺北自來水事業處東區營業分處,臺北自來水事業處東區營業分處,華益工程有限公司,無,1141112,不預先通知,83,0,0,0,查核
16,114年度一般道路更新工程開口契約(第6標)(大安、文山區),臺北市政府工務局新建工程處,129800,亞柏技術顧問股份有限公司,盛禹工程顧問有限公司,"一亨營造有限公司
大正瀝青拌合廠股份有限公司",無,1141114,不預先通知,86,0,0,0,查核
17,臺北市立大安高級工業職業學校新建綜合教學大樓工程,臺北市政府工務局新建工程處,577500,黃翔龍建築師事務所,黃翔龍建築師事務所,"日富營造股份有限公司
九建工程股份有限公司",無,1141117,不預先通知,85,0,0,0,查核
18,中山436號公園新建工程,臺北市政府工務局公園路燈工程管理處,17524,青境工程顧問有限公司,青境工程顧問有限公司,登煌營造有限公司,無,1141117,不預先通知,83,0,0,0,查核
19,114北區B管網改善工程,臺北自來水事業處,48000,臺北自來水事業處北區營業分處,臺北自來水事業處北區營業分處,和日盛有限公司,無,1141117,不預先通知,82,0,0,0,查核
20,磺港溪再造C段護岸及步道整建工程（延壽橋至三合橋）,臺北市政府工務局水利工程處,324912,"禾拓規劃設計顧問有限公司
山水綜合技術顧問股份有限公司",任泰技術顧問有限公司,上溢營造股份有限公司,無,1141119,不預先通知,85,0,0,0,複查
21,114年度轄管運動場區整建工程,臺北市政府體育局,44305,禾邦建築師事務所,禾邦建築師事務所,禾螢營造有限公司,無,1141120,不預先通知,82,0,0,0,查核
22,臺北市職能發展學院原機工大樓及學員宿舍用地改建工程,臺北市政府工務局新建工程處,2924009,高世銘建築師事務所,高世銘建築師事務所,"三星營造股份有限公司
永龍企業股份有限公司
金鴻空調機電工程有限公司",郭恆成建築師事務所,1141121,不預先通知,85,0,0,0,複查
23,臺北市第3期污水下水道主、次幹管管渠延壽統包工程(第1標),臺北市政府工務局衛生下水道工程處,93600,恆康工程顧問股份有限公司,桔源工程顧問有限公司,東鑫龍營造有限公司,臺北市政府工務局衛生下水道工程處,1141121,不預先通知,82,0,0,0,查核
24,原士林公會堂歷史建築修復及再利用工程,臺北市士林區士林國民小學,80418,李明澤建築師事務所,李明澤建築師事務所,長聖營造有限公司,無,1141124,不預先通知,82,0,0,0,查核
25,南港茶葉製造示範場環山木棧道更新工程,臺北市政府工務局大地工程處,26000,開巨技術顧問有限公司,開巨技術顧問有限公司,台正營造有限公司,無,1141124,不預先通知,85,0,0,0,查核
26,114年度瀝青混凝土鋪面更新工程開口契約(第一標),臺北市停車管理工程處,14800,創鈺工程技術顧問有限公司,創鈺工程技術顧問有限公司,俊輝營造工程有限公司,無,1141125,不預先通知,83,0,0,0,查核
27,114年度臺北市山坡地邊坡改善與設施維護工程,臺北市政府工務局大地工程處坡地整治科,27460,亞柏技術顧問股份有限公司,亞柏技術顧問股份有限公司,曜鼎營造有限公司,無,1141127,不預先通知,85,0,0,0,查核
28,114年度一般道路更新工程開口契約(第4標)(內湖、南港區),臺北市政府工務局新建工程處,130000,恆康工程顧問股份有限公司,安笙工程顧問有限公司,磐碩營造股份有限公司,無,1141209,不預先通知,83,0,0,0,查核
29,士林區平等里高地供水管線新設工程,臺北自來水事業處,46350,臺北自來水事業處工程總隊,臺北自來水事業處工程總隊,華盛工程有限公司,無,1141210,不預先通知,83,0,0,0,查核
30,114年度災害搶修暨災防工程開口契約(第3標)(內湖、南港、松山、信義),臺北市政府工務局新建工程處東區工務所,9100,恆康工程顧問股份有限公司,安笙工程顧問有限公司,興成營造有限公司,無,1141211,不預先通知,83,0,0,0,查核
31,113年北區污水管渠配合拆遷及後巷美化預約式工程(後續擴充114年),臺北市政府工務局衛生下水道工程處工務科北區工務所,32000,臺北市政府工務局衛生下水道工程處維護工程科,鎧德工程顧問股份有限公司,品昱營造工程股份有限公司,無,1141211,不預先通知,83,0,0,0,查核
32,新監控暨客服中心系統整合工程,臺北自來水事業處,168800,臺北自來水事業處供水科,臺北自來水事業處供水科,良友科技股份有限公司,無,1141211,不預先通知,83,0,0,0,查核
33,臺北市中山區力行社會住宅新建工程,臺北市政府都市發展局,194000,旭日聯合建築師事務所,旭日聯合建築師事務所,建國工程股份有限公司,無,1141211,不預先通知,86,0,0,0,複查
34,114年度森林遊憩場域整建工程(蝶園及雞南山),臺北市政府工務局大地工程處,7010,開巨技術顧問有限公司,開巨技術顧問有限公司,亞東營造股份有限公司,無,1141215,不預先通知,83,0,0,0,查核
35,臺北都會區大眾捷運系統環狀線北環段CF680C區段標工程,臺北市政府捷運工程局第二區工程處,10113160,"台灣世曦工程顧問股份有限公司
亞新工程顧問股份有限公司",臺北市政府捷運工程局第二區工程處土木第十二工務所,大陸工程股份有限公司,無,1141215,不預先通知,85,0,0,0,查核
36,114年度臺北市登山步道改善及維護工程(北投區),臺北市政府工務局大地工程處,25537,開巨技術顧問有限公司,開巨技術顧問有限公司,協翔營造工程股份有限公司,無,1141217,不預先通知,84,0,0,0,查核
37,新店溪及景美溪匯流口護岸及景觀改善工程,臺北市政府工務局水利工程處,69000,經典工程顧問有限公司,任泰技術顧問有限公司,正岳營造股份有限公司,無,1141218,不預先通知,82,0,0,0,查核
38,113年度雲陽銜接走廊整建工程,臺北市松山區西松國民小學,12516,博琳建築師事務所,博琳建築師事務所,春原營造股份有限公司,無,1141219,不預先通知,83,0,0,0,查核
39,捷運劍潭站轉乘設施空間活化及多元服務建置案工程,臺北大眾捷運股份有限公司工程開發任務編組,3387370,大林聯合建築師事務所,"亞新工程顧問股份有限公司
大林聯合建築師事務所","大陸工程股份有限公司
闕河彬建築師事務所",亞新工程顧問股份有限公司,1141219,不預先通知,83,0,0,0,查核
40,臺北市松山區西松國民小學學生活動中心新建工程,臺北市政府工務局新建工程處,2062984,陳文彥建築師事務所,陳文彥建築師事務所,"春原營造股份有限公司
永龍企業股份有限公司",無,1141222,不預先通知,83,0,0,0,複查
41,臺北市第3期污水下水道主、次幹管管渠延壽統包工程(第2標),臺北市政府工務局衛生下水道工程處,93600,冠偉工程顧問有限公司,桔源工程顧問有限公司,諾迪股份有限公司,臺北市政府工務局衛生下水道工程處,1141222,不預先通知,83,0,0,0,查核
42,114年度「臺北市公有閒置空間綠化工程單價發包案」—北區,臺北市政府產業發展局,6930,昱林設計顧問有限公司,昱林設計顧問有限公司,景晟景觀設計有限公司,無,1141222,不預先通知,82,0,0,0,查核
