序號,工程名稱,主辦單位,契約金額-千元,設計單位,監造單位,承造廠商,專案管理,查核日期,通知方式,評分,廠商扣點數,監造扣點數,PCM扣點數,備註
26,捷運信義線東延段及新莊機廠通訊系統工程採購案,臺北市政府捷運工程局機電系統工程處,142643,台灣新鈳電子股份有限公司,臺北市政府捷運工程局機電系統工程處系統第四工務所,台灣新鈳電子股份有限公司,無,1131127,不預先通知,82,0,0,0,查核
27,青年公園棒球場人工草皮新建工程,臺北市政府體育局,51000,萬邦建築師事務所,萬邦建築師事務所,秉璘營造有限公司,無,1131127,不預先通知,81,0,0,0,查核
28,112北區A管網改善工程,臺北自來水事業處,25000,臺北自來水事業處北區營業分處,臺北自來水事業處北區營業分處,華盛工程有限公司,無,1131128,不預先通知,82,0,0,0,查核
29,113年五育樓(1~3樓)老舊廁所整修工程,臺北市大同區永樂國民小學,2700,林煥智建築師事務所,林煥智建築師事務所,勝合室內裝修實業有限公司,無,1131206,不預先通知,82,0,0,0,查核
30,113年污水管渠檢視修繕及延壽統包工程(第2標),臺北市政府工務局衛生下水道工程處,61660,首潤工程顧問股份有限公司,桔源工程顧問有限公司,諾迪股份有限公司,無,1131210,不預先通知,83,0,0,0,查核
31,113年度臺北市人行道改善工程開口契約(第六標),臺北市政府工務局新建工程處,80000,亞柏技術顧問股份有限公司,盛禹工程顧問有限公司,辰茂營造工程有限公司,無,1131211,不預先通知,81,0,0,0,查核
32,113年度專案路面及附屬設施更新工程(第2標)(松山、信義區),臺北市政府工務局新建工程處,97747,亞柏技術顧問股份有限公司,安笙工程顧問有限公司,祥泉營造有限公司,無,1131212,不預先通知,83,0,0,0,查核
33,老人自費安養中心辦公室整修工程,臺北市政府社會局,18953,陳世軒建築師事務所,陳世軒建築師事務所,曜臨營造有限公司,無,1131212,不預先通知,80,0,0,0,查核
34,基隆河關渡紅樹林清疏及社子島堤防基礎培厚工程,臺北市政府工務局水利工程處,33257,黎明工程顧問股份有限公司,任泰技術顧問有限公司,志億營造股份有限公司,無,1131216,不預先通知,83,0,0,0,查核
35,臺北市萬華區福民一期社會住宅新建工程,臺北市政府都市發展局,1015000,徐維志建築師事務所,徐維志建築師事務所,統營營造股份有限公司,無,1131218,不預先通知,83,0,0,0,查核
36,113年度南港公園管理所所轄公園整建工程-南港區、信義區、文山區公園整建工程,臺北市政府工務局公園路燈工程管理處,15580,惇陽工程顧問有限公司,惇陽工程顧問有限公司,築信營造有限公司,無,1131219,不預先通知,82,0,0,0,查核
37,大安區師大路(自羅斯福路三段至和平東路一段)人行環境改善工程,臺北市政府工務局新建工程處,36532,亞柏技術顧問股份有限公司,盛禹工程顧問有限公司,圓利營造股份有限公司,無,1131220,不預先通知,83,0,0,0,查核
38,113年度公園公廁改善工程（B項）,臺北市政府工務局公園路燈工程管理處,30070,吳坤霖建築師事務所,吳坤霖建築師事務所,鼎上營造有限公司,無,1131220,不預先通知,82,0,0,0,查核
39,113年污水管渠檢視修繕及延壽統包工程(第1標),臺北市政府工務局衛生下水道工程處,48000,群亞工程顧問有限公司,桔源工程顧問有限公司,啟揚環境有限公司,無,1131220,不預先通知,82,0,0,0,查核
40,公館配水池改建暨共構多目標綜合大樓新建工程,臺北自來水事業處,5060000,九典聯合建築師事務所,九典聯合建築師事務所,"福清營造股份有限公司
承龍水電工程有限公司",無,1131223,不預先通知,86,0,0,0,查核
41,112年度全市橋涵美化及鋼構油漆維護工程開口契約（第2標）（內湖、南港、松山、信義區）,臺北市政府工務局新建工程處中區工務所,27470,"佺葉工程顧問有限公司
和建工程顧問股份有限公司",安笙工程顧問有限公司,福呈營造股份有限公司,無,1131224,不預先通知,82,0,0,0,查核
